car_owner;propert_owner;children;type_income;education;marital_status;housing_type;employed_days;mobile_phone;work_phone;phone;email_id;family_members;target
N;N;0;State servant;Secondary / secondary special;Single / not married;House / apartment;-1589;1;0;0;0;1;0
N;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-2506;1;0;0;0;1;0
N;Y;0;Commercial associate;Incomplete higher;Married;House / apartment;-3397;1;0;0;0;2;0
Y;N;2;Working;Secondary / secondary special;Married;House / apartment;-3792;1;0;0;0;4;0
N;N;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-3230;1;0;1;0;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-2464;1;0;1;0;2;0
Y;Y;0;Working;Higher education;Married;House / apartment;-1682;1;0;0;1;2;0
N;Y;1;Working;Secondary / secondary special;Single / not married;House / apartment;-3334;1;0;1;0;2;0
Y;N;0;Working;Secondary / secondary special;Civil marriage;Office apartment;-3110;1;0;0;0;2;0
Y;Y;1;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;1;0;3;0
N;N;0;State servant;Secondary / secondary special;Married;House / apartment;-2966;1;0;0;0;2;0
Y;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
Y;Y;0;State servant;Secondary / secondary special;Married;House / apartment;-3694;1;1;1;0;2;0
Y;Y;0;Commercial associate;Secondary / secondary special;Separated;House / apartment;-2257;1;0;1;0;1;0
N;Y;0;Pensioner;Secondary / secondary special;Widow;House / apartment;365243;1;0;0;0;1;0
N;Y;1;Working;Secondary / secondary special;Civil marriage;House / apartment;-2728;1;0;0;0;3;0
N;N;0;Pensioner;Secondary / secondary special;Civil marriage;House / apartment;365243;1;0;1;0;2;0
Y;Y;0;Pensioner;Lower secondary;Married;House / apartment;365243;1;0;0;0;2;0
Y;Y;0;Commercial associate;Higher education;Separated;House / apartment;-855;1;1;1;0;1;0
N;N;0;Working;Secondary / secondary special;Separated;House / apartment;-4161;1;0;0;0;1;0
Y;Y;2;Commercial associate;Higher education;Married;House / apartment;-1000;1;0;0;0;4;0
Y;Y;0;Working;Higher education;Married;House / apartment;-7494;1;0;0;0;2;0
N;N;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;1;0;2;0
Y;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
N;Y;0;Working;Higher education;Married;House / apartment;-4280;1;1;0;0;2;0
N;Y;0;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;-5891;1;0;0;0;1;0
N;Y;1;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;-1350;1;0;1;0;3;0
N;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-609;1;0;1;0;1;0
N;Y;0;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;-2381;1;0;0;0;1;0
Y;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-1613;1;0;0;0;1;0
N;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-3533;1;0;0;0;2;0
N;Y;0;Pensioner;Higher education;Married;House / apartment;365243;1;0;0;0;2;0
N;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-6218;1;1;1;0;2;0
Y;Y;1;Commercial associate;Higher education;Married;House / apartment;-2874;1;0;0;0;3;0
N;Y;0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;365243;1;0;0;0;1;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;1;0;2;0
N;Y;1;Working;Higher education;Married;With parents;-1654;1;0;0;0;3;0
N;Y;0;Pensioner;Higher education;Widow;House / apartment;365243;1;0;0;0;1;0
Y;N;0;Working;Higher education;Civil marriage;House / apartment;-2433;1;0;0;0;2;0
N;N;0;Commercial associate;Secondary / secondary special;Single / not married;Municipal apartment;-4534;1;0;0;0;1;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-1131;1;0;0;0;2;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-521;1;1;0;0;2;0
N;N;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-522;1;0;0;0;2;0
Y;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-2269;1;0;0;0;2;0
N;N;0;Working;Secondary / secondary special;Separated;House / apartment;-798;1;0;1;0;1;0
Y;Y;0;State servant;Secondary / secondary special;Married;House / apartment;-2620;1;0;0;0;2;0
Y;Y;1;State servant;Higher education;Married;House / apartment;-145;1;0;0;1;3;0
Y;Y;0;Working;Higher education;Civil marriage;House / apartment;-663;1;1;1;0;2;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-2299;1;0;0;0;2;0
N;Y;0;Working;Higher education;Single / not married;House / apartment;-3153;1;0;1;0;1;0
N;Y;0;Working;Higher education;Married;House / apartment;-1812;1;0;1;0;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-2589;1;0;0;0;2;0
Y;N;0;Working;Secondary / secondary special;Married;House / apartment;-130;1;1;0;0;2;0
Y;N;0;Working;Secondary / secondary special;Married;House / apartment;-5056;1;1;1;0;2;0
N;N;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-796;1;0;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-7341;1;1;1;0;2;0
N;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-2728;1;0;0;0;2;0
N;N;2;Working;Secondary / secondary special;Married;House / apartment;-1130;1;0;0;0;4;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-5436;1;1;1;0;2;0
Y;Y;0;State servant;Higher education;Married;House / apartment;-2368;1;0;0;0;2;0
N;Y;2;Working;Secondary / secondary special;Married;House / apartment;-1889;1;0;0;0;4;0
N;Y;0;Working;Secondary / secondary special;Separated;House / apartment;-1315;1;0;0;0;1;0
Y;N;0;Commercial associate;Higher education;Married;House / apartment;-1678;1;0;1;0;2;0
N;Y;0;Working;Higher education;Married;House / apartment;-2939;1;1;1;0;2;0
Y;Y;1;Commercial associate;Higher education;Married;House / apartment;-1616;1;0;0;0;3;0
N;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-8405;1;0;1;0;1;0
N;N;2;Working;Secondary / secondary special;Married;House / apartment;-3476;1;0;0;0;4;0
Y;N;0;Working;Secondary / secondary special;Married;House / apartment;-3453;1;0;0;0;2;0
Y;N;1;Commercial associate;Incomplete higher;Married;House / apartment;-3769;1;0;0;0;3;0
N;Y;1;Working;Higher education;Married;House / apartment;-1359;1;1;1;1;3;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-2990;1;0;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-2321;1;0;0;0;2;0
N;Y;1;Working;Secondary / secondary special;Married;House / apartment;-4267;1;0;0;0;3;0
N;Y;1;Working;Secondary / secondary special;Married;With parents;-1386;1;0;0;0;3;0
N;N;0;Working;Secondary / secondary special;Married;House / apartment;-645;1;1;0;0;2;0
Y;Y;0;State servant;Higher education;Single / not married;House / apartment;-886;1;0;0;1;1;0
N;N;0;Commercial associate;Higher education;Married;House / apartment;-1823;1;0;1;0;2;0
Y;N;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-4965;1;0;0;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;365243;1;0;1;0;1;0
N;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-1868;1;1;1;0;1;0
Y;Y;1;Working;Secondary / secondary special;Married;House / apartment;-3716;1;1;1;0;3;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-1344;1;1;0;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;365243;1;0;1;0;1;0
Y;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-1557;1;0;0;0;1;0
N;N;0;Commercial associate;Higher education;Married;House / apartment;-3761;1;0;0;0;2;0
Y;Y;0;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;-3716;1;1;1;0;2;0
Y;Y;0;Pensioner;Higher education;Married;House / apartment;365243;1;0;0;0;2;0
Y;Y;3;Working;Secondary / secondary special;Married;House / apartment;-1981;1;0;0;0;5;0
N;N;0;Working;Secondary / secondary special;Civil marriage;House / apartment;-102;1;0;0;0;2;0
N;N;0;Working;Incomplete higher;Civil marriage;With parents;-288;1;1;0;1;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-2147;1;0;1;0;2;0
Y;Y;0;Working;Higher education;Married;House / apartment;-6908;1;0;0;0;2;0
Y;Y;1;State servant;Secondary / secondary special;Married;House / apartment;-3929;1;1;0;0;3;0
N;N;0;Working;Secondary / secondary special;Single / not married;House / apartment;-424;1;1;1;0;1;0
N;Y;0;Working;Secondary / secondary special;Separated;House / apartment;-1069;1;0;0;0;1;0
N;Y;0;State servant;Secondary / secondary special;Married;Rented apartment;-2323;1;1;0;1;2;0
Y;N;0;Working;Secondary / secondary special;Married;House / apartment;-2174;1;0;0;0;2;0
N;Y;0;State servant;Incomplete higher;Married;House / apartment;-3332;1;0;0;0;2;0
N;Y;1;State servant;Higher education;Single / not married;With parents;-553;1;0;0;0;2;0
Y;Y;0;Working;Secondary / secondary special;Separated;House / apartment;-375;1;0;0;0;1;0
N;N;0;Working;Secondary / secondary special;Separated;House / apartment;-6352;1;0;0;0;1;0
Y;N;1;Working;Secondary / secondary special;Separated;House / apartment;-1056;1;0;1;0;2;0
N;N;1;Commercial associate;Secondary / secondary special;Married;With parents;-1172;1;0;0;0;3;0
N;N;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;1;0;2;0
N;N;0;Working;Secondary / secondary special;Married;House / apartment;-4663;1;0;1;0;2;0
Y;Y;1;Commercial associate;Secondary / secondary special;Married;House / apartment;-678;1;0;1;1;3;0
N;Y;0;Pensioner;Secondary / secondary special;Civil marriage;House / apartment;365243;1;0;0;0;2;0
N;N;0;State servant;Higher education;Married;House / apartment;-5587;1;0;0;0;2;0
N;N;0;Pensioner;Secondary / secondary special;Single / not married;Municipal apartment;365243;1;0;0;0;1;0
Y;Y;0;Working;Secondary / secondary special;Separated;House / apartment;-1406;1;0;0;0;1;0
Y;N;0;Working;Secondary / secondary special;Married;House / apartment;-8966;1;0;0;0;2;0
N;Y;3;Working;Secondary / secondary special;Married;House / apartment;-6860;1;0;0;0;5;0
N;Y;0;Pensioner;Higher education;Married;House / apartment;365243;1;0;0;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-346;1;0;1;0;2;0
N;Y;0;Commercial associate;Secondary / secondary special;Widow;House / apartment;-1463;1;0;1;0;1;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-157;1;0;0;1;2;0
Y;N;2;Working;Secondary / secondary special;Married;With parents;-561;1;0;0;0;4;0
Y;N;0;Working;Secondary / secondary special;Married;House / apartment;-3661;1;0;0;0;2;0
Y;Y;0;Working;Higher education;Married;House / apartment;-505;1;1;1;0;2;0
Y;Y;0;Pensioner;Secondary / secondary special;Separated;House / apartment;365243;1;0;1;0;1;0
N;Y;0;Pensioner;Incomplete higher;Widow;House / apartment;365243;1;0;0;0;1;0
Y;Y;0;Working;Higher education;Married;House / apartment;-6764;1;0;0;0;2;0
N;Y;0;Working;Higher education;Single / not married;House / apartment;-10600;1;0;0;0;1;0
Y;N;1;Working;Higher education;Married;House / apartment;-3999;1;1;1;0;3;0
N;Y;2;Commercial associate;Secondary / secondary special;Married;House / apartment;-3960;1;0;0;0;4;0
Y;N;1;Commercial associate;Higher education;Married;House / apartment;-2065;1;1;1;1;3;0
Y;Y;0;Pensioner;Higher education;Married;House / apartment;365243;1;0;0;0;2;0
N;N;0;Pensioner;Secondary / secondary special;Single / not married;Municipal apartment;365243;1;0;0;0;1;0
Y;N;0;Working;Higher education;Married;With parents;-2227;1;0;1;0;2;0
N;Y;0;Working;Higher education;Civil marriage;House / apartment;-1205;1;0;0;0;2;0
Y;N;2;Working;Secondary / secondary special;Married;Municipal apartment;-1135;1;0;0;0;4;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-5190;1;0;0;0;2;0
Y;N;0;Working;Higher education;Married;House / apartment;-3720;1;1;1;0;2;0
Y;Y;0;Working;Secondary / secondary special;Widow;House / apartment;-2633;1;0;0;0;1;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;1;0;2;0
Y;N;1;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;1;0;3;0
Y;N;0;Commercial associate;Higher education;Single / not married;House / apartment;-158;1;0;0;0;1;0
N;N;1;Commercial associate;Higher education;Married;With parents;-3272;1;0;0;0;3;0
N;N;1;State servant;Higher education;Married;House / apartment;-2500;1;1;1;1;3;0
N;Y;0;Pensioner;Higher education;Married;House / apartment;365243;1;0;1;0;2;0
N;Y;0;Working;Higher education;Married;House / apartment;-4327;1;0;0;0;2;0
N;Y;0;State servant;Secondary / secondary special;Civil marriage;House / apartment;-6033;1;0;1;0;2;0
N;Y;1;Working;Secondary / secondary special;Married;With parents;-170;1;0;0;0;3;0
N;N;0;Working;Incomplete higher;Civil marriage;House / apartment;-278;1;1;0;1;2;0
Y;N;0;Working;Higher education;Married;House / apartment;-3062;1;0;0;0;2;0
Y;Y;0;Working;Secondary / secondary special;Married;Office apartment;-8157;1;1;1;0;2;0
Y;Y;2;Commercial associate;Secondary / secondary special;Married;House / apartment;-2653;1;0;1;0;4;0
N;Y;0;Working;Secondary / secondary special;Civil marriage;House / apartment;-1953;1;0;0;0;2;0
Y;N;0;Working;Secondary / secondary special;Married;House / apartment;-5457;1;0;1;0;2;0
N;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-1997;1;0;0;0;2;0
N;Y;0;Commercial associate;Higher education;Married;House / apartment;-3435;1;1;1;1;2;0
N;N;0;Pensioner;Secondary / secondary special;Widow;House / apartment;365243;1;0;1;0;1;0
N;N;1;Working;Higher education;Married;House / apartment;-1504;1;1;0;0;3;0
Y;N;0;Commercial associate;Secondary / secondary special;Married;Municipal apartment;-2696;1;1;0;0;2;0
N;Y;1;Pensioner;Higher education;Married;House / apartment;365243;1;0;1;0;3;0
N;Y;0;Pensioner;Secondary / secondary special;Widow;House / apartment;365243;1;0;0;0;1;0
N;Y;0;Commercial associate;Higher education;Single / not married;House / apartment;-13735;1;0;0;0;1;0
N;N;0;Commercial associate;Higher education;Single / not married;With parents;-227;1;0;0;0;1;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-132;1;0;0;0;2;0
N;Y;2;Working;Secondary / secondary special;Married;House / apartment;-6621;1;1;1;0;4;0
Y;Y;1;Commercial associate;Higher education;Married;House / apartment;-2481;1;0;0;0;3;0
N;N;0;State servant;Secondary / secondary special;Married;House / apartment;-2818;1;0;0;0;2;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-11906;1;0;1;0;2;0
Y;N;0;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;-1077;1;0;1;0;2;0
N;Y;0;Working;Higher education;Married;House / apartment;-9258;1;0;0;0;2;0
Y;Y;0;Commercial associate;Secondary / secondary special;Married;Office apartment;-2277;1;0;0;0;2;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-2422;1;0;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-826;1;0;0;0;2;0
Y;Y;1;Working;Secondary / secondary special;Married;House / apartment;-2969;1;1;0;0;3;0
N;Y;0;State servant;Incomplete higher;Single / not married;With parents;-2086;1;0;1;1;1;0
N;N;0;Commercial associate;Incomplete higher;Married;House / apartment;-1070;1;1;0;0;2;0
N;Y;1;Working;Higher education;Married;House / apartment;-8172;1;1;1;0;3;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-701;1;0;0;0;2;0
Y;N;0;Working;Secondary / secondary special;Married;House / apartment;-1384;1;1;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Widow;House / apartment;-9447;1;0;0;0;1;0
Y;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
N;N;2;Working;Secondary / secondary special;Married;House / apartment;-1160;1;1;1;0;4;0
N;N;1;State servant;Secondary / secondary special;Married;Rented apartment;-1952;1;0;0;0;3;0
N;N;0;Working;Secondary / secondary special;Civil marriage;House / apartment;-4816;1;0;1;0;2;0
N;N;0;Commercial associate;Higher education;Married;House / apartment;-1354;1;0;0;0;2;0
Y;N;0;Commercial associate;Secondary / secondary special;Married;Municipal apartment;-1128;1;0;1;0;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-469;1;0;0;0;2;0
Y;N;2;Working;Secondary / secondary special;Married;House / apartment;-217;1;0;1;0;4;0
N;N;0;Working;Secondary / secondary special;Married;House / apartment;-3273;1;1;1;0;2;0
Y;N;0;Pensioner;Secondary / secondary special;Widow;House / apartment;365243;1;0;1;0;1;0
Y;N;1;Working;Higher education;Married;Rented apartment;-563;1;0;0;1;3;0
N;Y;0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;365243;1;0;0;0;1;0
N;N;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
N;N;0;Working;Higher education;Separated;House / apartment;-1526;1;0;0;0;1;0
Y;Y;2;Commercial associate;Higher education;Married;House / apartment;-2092;1;0;0;0;4;0
Y;Y;0;State servant;Secondary / secondary special;Civil marriage;House / apartment;-1749;1;0;0;0;2;0
N;N;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;1;0;2;0
Y;Y;1;Working;Secondary / secondary special;Married;House / apartment;-931;1;0;1;1;3;0
Y;N;3;Commercial associate;Secondary / secondary special;Married;House / apartment;-1674;1;0;0;0;5;0
N;Y;2;Commercial associate;Higher education;Married;House / apartment;-168;1;0;1;0;4;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-1128;1;0;1;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Civil marriage;House / apartment;365243;1;0;1;0;2;0
N;Y;0;Working;Incomplete higher;Married;House / apartment;-4029;1;0;0;1;2;0
N;N;0;Working;Secondary / secondary special;Married;House / apartment;-4967;1;1;1;0;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-3282;1;0;0;0;2;0
N;N;0;Commercial associate;Incomplete higher;Single / not married;House / apartment;-339;1;0;0;0;1;0
N;N;1;Commercial associate;Secondary / secondary special;Separated;House / apartment;-7979;1;0;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-9683;1;0;0;0;1;0
Y;Y;0;Working;Higher education;Married;House / apartment;-577;1;0;0;1;2;0
Y;Y;0;Working;Higher education;Married;House / apartment;-2622;1;1;1;1;2;0
Y;N;1;Working;Secondary / secondary special;Married;Rented apartment;-1678;1;1;1;1;3;0
N;N;1;Working;Secondary / secondary special;Married;With parents;-976;1;0;0;0;3;0
N;Y;2;Working;Secondary / secondary special;Married;House / apartment;-3608;1;0;0;0;4;0
Y;Y;1;Commercial associate;Secondary / secondary special;Married;House / apartment;-1994;1;0;1;0;3;0
N;Y;2;Working;Secondary / secondary special;Married;House / apartment;-1563;1;0;0;0;4;0
N;N;0;Pensioner;Higher education;Married;Municipal apartment;365243;1;0;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-4523;1;0;0;0;2;0
N;N;0;Working;Secondary / secondary special;Married;With parents;-340;1;1;1;0;2;0
Y;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
N;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-1081;1;1;0;1;2;0
N;N;0;Working;Secondary / secondary special;Single / not married;House / apartment;-6614;1;0;0;0;1;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-1639;1;1;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Widow;House / apartment;-919;1;0;1;0;1;0
N;N;1;Commercial associate;Secondary / secondary special;Married;House / apartment;-3392;1;1;1;1;3;0
Y;N;0;Working;Secondary / secondary special;Married;House / apartment;-3261;1;1;1;0;2;0
Y;Y;1;Working;Secondary / secondary special;Civil marriage;House / apartment;-3928;1;0;0;0;3;0
Y;N;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
N;N;0;Commercial associate;Higher education;Married;With parents;-5082;1;1;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-3630;1;0;0;0;2;0
N;Y;0;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;-3591;1;0;1;1;1;0
Y;N;2;Commercial associate;Higher education;Married;House / apartment;-1199;1;0;0;0;4;0
Y;Y;0;Working;Secondary / secondary special;Widow;House / apartment;-4304;1;0;0;0;1;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;1;0;2;0
N;Y;1;State servant;Secondary / secondary special;Civil marriage;House / apartment;-2514;1;0;0;1;3;0
N;Y;2;Commercial associate;Higher education;Married;House / apartment;-2187;1;1;1;0;4;0
Y;Y;0;Commercial associate;Higher education;Single / not married;House / apartment;-7140;1;0;0;0;1;0
N;N;2;Working;Secondary / secondary special;Married;House / apartment;-96;1;1;0;0;4;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;1;0;2;0
Y;Y;1;Working;Secondary / secondary special;Married;House / apartment;-5176;1;0;0;0;3;0
Y;N;0;Working;Secondary / secondary special;Married;House / apartment;-6761;1;1;1;0;2;0
Y;Y;0;Commercial associate;Higher education;Married;House / apartment;-2356;1;0;1;0;2;0
N;N;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;1;0;2;0
N;N;1;Working;Secondary / secondary special;Married;House / apartment;-2908;1;1;0;1;3;0
N;N;0;Working;Secondary / secondary special;Civil marriage;House / apartment;-3333;1;1;0;0;2;0
N;N;0;Working;Secondary / secondary special;Married;House / apartment;-3596;1;0;1;0;2;0
N;Y;2;Working;Secondary / secondary special;Married;House / apartment;-4606;1;0;0;0;4;0
N;N;1;Working;Incomplete higher;Married;House / apartment;-4030;1;1;1;0;3;0
N;N;0;State servant;Secondary / secondary special;Widow;House / apartment;-5246;1;1;0;0;1;0
N;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-3054;1;0;0;0;1;0
Y;N;0;Commercial associate;Incomplete higher;Married;House / apartment;-2906;1;0;1;0;2;0
Y;N;1;Working;Secondary / secondary special;Married;House / apartment;-1915;1;0;1;0;3;0
N;Y;0;Pensioner;Incomplete higher;Widow;House / apartment;365243;1;0;0;0;1;0
N;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-1267;1;0;0;0;1;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
Y;Y;0;Working;Secondary / secondary special;Civil marriage;House / apartment;-1256;1;0;0;0;2;0
N;Y;1;Working;Secondary / secondary special;Married;House / apartment;-1721;1;0;1;0;3;0
N;Y;2;Working;Secondary / secondary special;Civil marriage;House / apartment;-2317;1;0;0;0;4;0
N;Y;2;Working;Secondary / secondary special;Married;House / apartment;-1518;1;0;0;0;4;0
Y;Y;0;Working;Secondary / secondary special;Married;Rented apartment;-864;1;0;0;0;2;0
Y;N;0;Working;Secondary / secondary special;Married;House / apartment;-7364;1;1;0;0;2;0
Y;N;0;Working;Secondary / secondary special;Single / not married;House / apartment;-1101;1;1;0;0;1;0
N;N;0;Pensioner;Secondary / secondary special;Separated;House / apartment;365243;1;0;0;0;1;0
Y;Y;0;Working;Higher education;Married;House / apartment;-2231;1;0;0;0;2;0
Y;Y;2;Commercial associate;Higher education;Married;With parents;-1327;1;0;0;0;4;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-355;1;1;1;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;365243;1;0;0;0;1;0
Y;N;0;Working;Secondary / secondary special;Married;House / apartment;-1934;1;1;0;0;2;0
Y;Y;0;Pensioner;Secondary / secondary special;Separated;House / apartment;365243;1;0;0;0;1;0
N;N;0;Working;Higher education;Civil marriage;House / apartment;-5179;1;1;1;0;2;0
N;Y;1;Commercial associate;Secondary / secondary special;Married;House / apartment;-2326;1;0;1;1;3;0
Y;N;1;Working;Higher education;Civil marriage;House / apartment;-980;1;1;1;0;3;0
N;N;1;Working;Secondary / secondary special;Married;House / apartment;-1224;1;0;0;1;3;0
Y;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-7048;1;0;0;0;2;0
N;N;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-1678;1;0;0;0;2;0
N;Y;1;Commercial associate;Higher education;Married;House / apartment;-2266;1;0;0;1;3;0
N;Y;2;Commercial associate;Higher education;Married;House / apartment;-73;1;0;0;0;4;0
N;N;0;Working;Higher education;Married;House / apartment;-3443;1;0;0;0;2;0
N;N;1;Working;Secondary / secondary special;Civil marriage;House / apartment;-2661;1;1;1;0;3;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-286;1;1;0;0;2;0
Y;Y;1;State servant;Secondary / secondary special;Married;House / apartment;-8044;1;0;0;0;3;0
N;Y;0;Commercial associate;Higher education;Married;House / apartment;-523;1;0;0;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Widow;House / apartment;365243;1;0;0;0;1;0
Y;Y;0;Pensioner;Higher education;Married;House / apartment;365243;1;0;0;0;2;0
Y;N;0;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;-978;1;0;0;0;2;0
N;Y;2;Working;Secondary / secondary special;Married;House / apartment;-795;1;0;0;0;4;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
N;Y;2;Working;Secondary / secondary special;Married;House / apartment;-2351;1;0;0;0;4;0
N;Y;0;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;-1114;1;0;0;0;2;0
N;N;0;Working;Secondary / secondary special;Married;House / apartment;-3760;1;1;1;0;2;0
Y;Y;1;Working;Higher education;Married;House / apartment;-1327;1;0;0;0;3;0
N;N;0;Working;Secondary / secondary special;Civil marriage;House / apartment;-5145;1;0;0;0;2;0
Y;Y;0;Working;Higher education;Single / not married;With parents;-663;1;1;1;0;1;0
N;Y;1;Commercial associate;Secondary / secondary special;Married;House / apartment;-4119;1;0;0;0;3;0
N;N;0;Pensioner;Secondary / secondary special;Widow;Municipal apartment;365243;1;0;1;0;1;0
N;Y;0;State servant;Secondary / secondary special;Widow;House / apartment;-2052;1;0;1;0;1;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-3641;1;0;0;0;2;0
Y;Y;2;Working;Incomplete higher;Married;House / apartment;-1678;1;0;1;0;4;0
Y;Y;0;Working;Higher education;Married;Rented apartment;-481;1;0;0;0;2;0
N;Y;1;Working;Secondary / secondary special;Married;House / apartment;-4603;1;0;0;0;3;0
N;N;0;Working;Incomplete higher;Married;House / apartment;-1904;1;0;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-888;1;0;0;0;2;0
Y;Y;1;Working;Higher education;Married;House / apartment;-393;1;0;0;0;3;0
Y;N;0;Working;Higher education;Married;With parents;-1007;1;1;1;0;2;0
N;N;0;Working;Secondary / secondary special;Married;House / apartment;-10688;1;0;1;0;2;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-1724;1;0;1;0;2;0
N;N;0;Working;Secondary / secondary special;Married;House / apartment;-2228;1;0;0;0;2;0
Y;N;1;Commercial associate;Secondary / secondary special;Married;House / apartment;-8479;1;0;0;0;3;0
Y;N;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-2180;1;0;1;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Widow;House / apartment;365243;1;0;0;0;1;0
